max_iter,max_depth,cv_folds,acc_std,accuracy,precision_weighted,recall_weighted,f1_weighted,precision_macro,recall_macro,f1_macro
100,,2,7.860038977921705e-05,0.9985631837331899,0.9984577882212486,0.9985631837331899,0.9984782502178785,0.8067062470889669,0.752456595328161,0.7613130039364157
100,10.0,2,0.00010105303538521349,0.9985631836071596,0.9984523613590603,0.9985631836071596,0.9984828574195757,0.7685110014158884,0.7415734693572416,0.7431208244374671
200,,2,0.00010105267891770203,0.9985949364430867,0.998521498134433,0.9985949364430867,0.9985265619004916,0.8001451950029539,0.7547064065236522,0.7622870191488429
300,,2,0.00012350514628986425,0.99861081273502,0.9985371570660263,0.99861081273502,0.9985423961620806,0.800174158094259,0.7547304548302092,0.7623137156958384
