max_iter,max_depth,cv_folds,acc_std,accuracy,precision_weighted,recall_weighted,f1_weighted,precision_macro,recall_macro,f1_macro
100,,5,0.00028205882367472827,0.9991267970117279,0.9991365023027725,0.9991267970117279,0.999126726219299,0.9511683158262795,0.9410867362224226,0.9438640232540744
100,10.0,5,0.00022170271024626135,0.9991744261396024,0.9991904303608934,0.9991744261396024,0.9991780569121287,0.9504497847859035,0.9445426842575486,0.9455306116986673
200,,5,0.0002238296848365696,0.9991426725474772,0.9991499245111045,0.9991426725474772,0.9991416330720846,0.9498522765677689,0.9410926753463362,0.9434393258049225
300,,5,0.00021631355851524232,0.9991744251943675,0.9991833264674271,0.9991744251943675,0.9991724256442673,0.9580586476598949,0.9411045546966965,0.9467551960302245
