class,precision,recall,f1,support
normal,0.6746281464530892,0.9714756461744414,0.7962861363156785,9711
dos,0.9629065040650406,0.7620643431635389,0.8507931756958994,7460
r2l,0.9893238434163701,0.1927209705372617,0.3225993617638526,2885
probe,0.8334135772749157,0.7149938042131351,0.7696754112939084,2421
u2r,0.7647058823529411,0.19402985074626866,0.30952380952380953,67
