class,precision,recall,f1,support
normal,0.6856622998544396,0.9701369580887653,0.8034625389109207,9711
dos,0.9621507472384665,0.7939678284182305,0.870005875440658,7460
r2l,0.9852941176470589,0.18578856152512999,0.3126275882181394,2885
probe,0.8342967244701349,0.7154068566707972,0.7702913053146542,2421
u2r,0.7857142857142857,0.3283582089552239,0.4631578947368421,67
