max_iter,max_depth,cv_folds,acc_std,accuracy,precision_weighted,recall_weighted,f1_weighted,precision_macro,recall_macro,f1_macro
100,,2,4.492311459125507e-05,0.9984123579515813,0.9983360683510405,0.9984123579515813,0.9983467281486759,0.8151471067996613,0.772848456326784,0.777779434284849
100,10.0,2,0.00013473280584638366,0.998491739537278,0.9984211668765322,0.998491739537278,0.9984262787472673,0.8204601811723942,0.7772253651244719,0.7804266476382429
200,,2,8.982769286814652e-05,0.9984758633713751,0.9983940985822617,0.9984758633713751,0.9984106862534016,0.8085648482198033,0.7728992327364861,0.7779551185270323
300,,2,7.860110271439695e-05,0.9984996780613355,0.9984179442087797,0.9984996780613355,0.9984345189904831,0.8085673405930766,0.7729573220210375,0.7779853938863255
